filepath,label
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/219__[pia][nod][cla]1393__1__1cd2e7bbbf__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1480__3__624de7a5df__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1526__1__8b1c8a52ab__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1315__1__e098976dba__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1293__1__ca873b2053__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/228__[pia][nod][pop_roc]1437__3__a04ab7a8ee__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1376__1__7bb1166856__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1314__1__9f7611b53d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1492__3__7bad368be1__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1289__2__2e7f4c681a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1289__3__d449d8d47f__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1492__2__13473de465__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1510__1__75e88a8ff2__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/051__[pia][dru][jaz_blu]1431__1__b6f5c0f664__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1497__1__d674ee2919__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/228__[pia][nod][pop_roc]1437__2__33ed8bddb4__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1327__2__a29040ea26__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1473__1__5847ff4801__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1480__2__2ee7ad3031__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1502__1__8ef1b53022__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1353__1__e9faa34681__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/212__[pia][nod][cla]1397__3__4664e598aa__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1331__1__e0a9364411__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/178__[pia][nod][cla]1379__1__c85945fd16__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/004__[pia][nod][cla]1394__1__9ba99554cd__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/162__[pia][dru][pop_roc]1436__3__2dcd352c5b__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1461__1__b8bd770f2c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1352__1__28480fee64__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1335__2__5a77429e75__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1357__2__d20c15cd1d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/055__[pia][dru][cou_fol]1420__2__455d5be75f__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1484__1__072e8ac04c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1506__2__1488282442__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1530__3__fe20ea9fc9__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1465__2__a212da5adb__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1303__3__9c5359ae43__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1518__2__6f80225f0a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1469__2__43e6fb0c64__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1297__3__f6c6a0b2e7__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1514__2__f46c7ca86d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1373__3__6d7846eb2b__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1522__3__f2aaee537e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1477__2__5cbd795a11__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1344__2__bebde42351__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1488__1__e4745147eb__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1311__3__d71ef0a75c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1323__1__047ae71d62__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1311__2__76fd1094eb__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1344__3__26c5ac49b1__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1477__3__e18966e8fc__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1522__2__9c5ab4a1fe__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1373__2__4979c8f20d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1514__3__9491cdf0d1__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1297__2__4d594b33f8__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1444__1__8a7d6da314__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1469__3__59e4cae823__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/218__[pia][nod][cla]1417__1__29824b4090__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1518__3__e1196cfa65__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1281__1__7b67ddff73__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1303__2__c226ca4419__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1364__1__4509f98f84__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1465__3__a67756ec13__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1448__1__76a28de7eb__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1530__2__9641911cbf__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1506__3__02df52a192__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/055__[pia][dru][cou_fol]1420__3__f44fad3894__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1357__3__74c4ee0b2e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1335__3__81be3b78f3__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1307__1__c3abc9d794__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1456__1__48dcccdc78__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1352__2__1d1adb941b__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1456__3__fe86bafe7e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1307__3__e85fd9d018__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1335__1__503b076ad8__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1484__2__57bd75bf5e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1506__1__fa15cb1f3e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/055__[pia][dru][cou_fol]1420__1__c7b1d6d1d6__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1357__1__eeb1539e07__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1448__3__e453ef11b2__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1465__1__7de9f2b7ed__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1364__3__f4ad2d3a63__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1518__1__0058074f3f__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1281__3__fc6feab788__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/218__[pia][nod][cla]1417__3__eda94354df__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1469__1__82d922314a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1514__1__96f1e18544__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1477__1__d0122718ba__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1344__1__1be9ccb62c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1323__2__dbecf00881__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1488__2__3a422eab10__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1488__3__e554df17cf__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1323__3__3e72a6784a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1311__1__5e0f108f46__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1373__1__d2d7f7d9e6__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1522__1__dbc723094a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1297__1__29b2f7e164__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1444__2__7e7f4c46ed__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/218__[pia][nod][cla]1417__2__347807f47e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1281__2__97f8264fc5__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1303__1__1c74c1ec7d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1364__2__984904866c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1530__1__9d6e4c12e5__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1448__2__833afe1906__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1484__3__59fac7224c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1307__2__67e428215f__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1456__2__211a6ceb81__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1352__3__c5e1ce9ff0__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1475__1__f6b22c6aa2__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/093__[pia][dru][jaz_blu]1428__1__7b94431d2a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1458__3__34555c83e0__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1359__1__c65208fc47__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/215__[pia][dru][jaz_blu]1432__3__05d573669e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1508__1__a717f666b4__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1374__3__8d6e32157d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/161__[pia][nod][pop_roc]1441__2__1c343c6b74__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/137__[pia][nod][cla]1381__1__a6d3e7521a__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1494__2__fdea70f89d__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1516__1__2a6f7a6733__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1467__1__b62e069916__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1336__1__4d24601799__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/084__[pia][nod][cla]1410__3__cd9b0ddaed__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1562__2__30bb80093f__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1305__3__10d291a8b6__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/125__[pia][nod][cla]1378__1__7fda525e3b__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1479__1__b7a6556fb4__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1350__2__ba678a8fee__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1328__1__6246a97f73__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1486__2__4bfef8123c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1504__1__6e999e16a6__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/220__[pia][nod][cla]1416__1__ba192062d5__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1486__3__0cd8bdeddf__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1300__1__f18ea19b84__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1305__2__7367fe12f3__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][pop_roc]1450__1__8c27dc3646__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1562__3__7b2e7d6569__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1532__1__02b35a295e__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/084__[pia][nod][cla]1410__2__3c7e53c726__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1363__1__5e775bf1d5__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][jaz_blu]1494__3__8db9f16d08__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/161__[pia][nod][pop_roc]1441__3__102cc2312c__sr44100_dur3.0_m128_w30_h10.npy,pia
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/pia/[pia][cla]1374__2__ac7816f854__sr44100_dur3.0_m128_w30_h10.npy,pia
